ID,Store,Payment Method,Customer Type,Shopping Day,Amount Spent,Items Purchased,Time Spent (min),Spend per Item,Shopping Summary
1,MegaShop,Gift Card,New,Weekday,18.93,5,25.27,3.79,MegaShop | New Customer | Spent: $18.93
933,QuickBuy,Mobile Payment,New,Weekday,45.05,2,17.89,22.52,QuickBuy | New Customer | Spent: $45.05
934,GroceryWorld,Gift Card,New,Weekday,68.46,4,24.13,17.12,GroceryWorld | New Customer | Spent: $68.46
935,DiscountStore,Credit Card,Returning,Weekday,144.92,2,52.58,72.46,DiscountStore | Returning Customer | Spent: $144.92
936,SuperMart,Credit Card,New,Weekend,155.73,3,13.8,51.91,SuperMart | New Customer | Spent: $155.73
937,SuperMart,Gift Card,Loyal,Weekday,96.9,5,32.44,19.38,SuperMart | Loyal Customer | Spent: $96.9
938,SuperMart,Credit Card,Loyal,Weekday,62.83,5,52.43,12.57,SuperMart | Loyal Customer | Spent: $62.83
939,SuperMart,Cash,Returning,Weekday,162.88,2,10.31,81.44,SuperMart | Returning Customer | Spent: $162.88
940,SuperMart,Cash,Returning,Weekday,147.83,1,35.91,147.83,SuperMart | Returning Customer | Spent: $147.83
941,QuickBuy,Gift Card,Loyal,Weekday,120.37,1,17.97,120.37,QuickBuy | Loyal Customer | Spent: $120.37
942,DiscountStore,Cash,New,Weekend,75.63,4,22.43,18.91,DiscountStore | New Customer | Spent: $75.63
943,GroceryWorld,Cash,New,Weekend,98.53,1,17.95,98.53,GroceryWorld | New Customer | Spent: $98.53
944,GroceryWorld,Mobile Payment,New,Weekday,95.19,4,19.02,23.8,GroceryWorld | New Customer | Spent: $95.19
945,GroceryWorld,Mobile Payment,Returning,Weekday,109.93,1,70.83,109.93,GroceryWorld | Returning Customer | Spent: $109.93
946,GroceryWorld,Cash,New,Weekday,143.53,5,42.67,28.71,GroceryWorld | New Customer | Spent: $143.53
947,QuickBuy,Gift Card,Returning,Weekday,126.38,1,46.53,126.38,QuickBuy | Returning Customer | Spent: $126.38
948,MegaShop,Mobile Payment,Loyal,Weekend,67.68,1,37.38,67.68,MegaShop | Loyal Customer | Spent: $67.68
949,DiscountStore,Credit Card,Loyal,Weekend,141.29,2,5.91,70.65,DiscountStore | Loyal Customer | Spent: $141.29
950,SuperMart,Credit Card,Returning,Weekday,109.39,4,35.92,27.35,SuperMart | Returning Customer | Spent: $109.39
951,MegaShop,Credit Card,New,Weekday,120.61,0,46.09,0.0,MegaShop | New Customer | Spent: $120.61
952,GroceryWorld,Gift Card,Loyal,Weekday,144.0,4,17.2,36.0,GroceryWorld | Loyal Customer | Spent: $144.0
953,MegaShop,Cash,Returning,Weekend,66.65,0,44.48,0.0,MegaShop | Returning Customer | Spent: $66.65
954,DiscountStore,Credit Card,New,Weekend,98.93,1,40.57,98.93,DiscountStore | New Customer | Spent: $98.93
955,SuperMart,Gift Card,New,Weekday,84.06,3,57.78,28.02,SuperMart | New Customer | Spent: $84.06
956,SuperMart,Mobile Payment,Loyal,Weekday,52.96,1,23.73,52.96,SuperMart | Loyal Customer | Spent: $52.96
957,DiscountStore,Cash,Returning,Weekend,110.4,4,13.54,27.6,DiscountStore | Returning Customer | Spent: $110.4
958,DiscountStore,Mobile Payment,Loyal,Weekday,175.35,3,24.58,58.45,DiscountStore | Loyal Customer | Spent: $175.35
959,GroceryWorld,Gift Card,Loyal,Weekday,44.8,2,51.53,22.4,GroceryWorld | Loyal Customer | Spent: $44.8
960,SuperMart,Credit Card,Returning,Weekday,99.03,4,2.57,24.76,SuperMart | Returning Customer | Spent: $99.03
961,MegaShop,Credit Card,Returning,Weekend,119.22,7,-1.03,17.03,MegaShop | Returning Customer | Spent: $119.22
962,QuickBuy,Gift Card,Returning,Weekday,103.69,4,31.34,25.92,QuickBuy | Returning Customer | Spent: $103.69
963,QuickBuy,Credit Card,New,Weekday,96.61,4,23.36,24.15,QuickBuy | New Customer | Spent: $96.61
964,DiscountStore,Cash,Returning,Weekend,61.02,3,30.12,20.34,DiscountStore | Returning Customer | Spent: $61.02
965,GroceryWorld,Gift Card,Returning,Weekday,106.98,3,44.18,35.66,GroceryWorld | Returning Customer | Spent: $106.98
966,QuickBuy,Mobile Payment,Returning,Weekday,77.3,2,21.71,38.65,QuickBuy | Returning Customer | Spent: $77.3
967,SuperMart,Gift Card,Loyal,Weekday,34.3,2,1.9,17.15,SuperMart | Loyal Customer | Spent: $34.3
968,DiscountStore,Cash,Returning,Weekday,135.84,3,60.67,45.28,DiscountStore | Returning Customer | Spent: $135.84
969,MegaShop,Cash,Returning,Weekend,128.75,3,15.04,42.92,MegaShop | Returning Customer | Spent: $128.75
970,DiscountStore,Gift Card,Returning,Weekday,101.55,2,14.11,50.77,DiscountStore | Returning Customer | Spent: $101.55
971,MegaShop,Gift Card,Returning,Weekday,106.87,3,46.56,35.62,MegaShop | Returning Customer | Spent: $106.87
972,DiscountStore,Credit Card,Returning,Weekday,132.23,3,24.23,44.08,DiscountStore | Returning Customer | Spent: $132.23
973,DiscountStore,Cash,New,Weekend,106.73,3,29.05,35.58,DiscountStore | New Customer | Spent: $106.73
974,DiscountStore,Gift Card,Returning,Weekend,127.12,4,37.24,31.78,DiscountStore | Returning Customer | Spent: $127.12
975,MegaShop,Gift Card,New,Weekday,91.08,3,46.25,30.36,MegaShop | New Customer | Spent: $91.08
976,MegaShop,Cash,New,Weekday,139.36,8,25.0,17.42,MegaShop | New Customer | Spent: $139.36
977,DiscountStore,Gift Card,Returning,Weekend,109.62,3,52.8,36.54,DiscountStore | Returning Customer | Spent: $109.62
978,QuickBuy,Credit Card,Returning,Weekday,105.82,2,-2.04,52.91,QuickBuy | Returning Customer | Spent: $105.82
979,GroceryWorld,Cash,Loyal,Weekend,61.9,4,41.4,15.47,GroceryWorld | Loyal Customer | Spent: $61.9
980,GroceryWorld,Credit Card,Returning,Weekend,108.61,0,17.41,0.0,GroceryWorld | Returning Customer | Spent: $108.61
981,GroceryWorld,Credit Card,Returning,Weekend,75.04,4,50.58,18.76,GroceryWorld | Returning Customer | Spent: $75.04
982,MegaShop,Credit Card,Returning,Weekday,80.85,2,32.13,40.43,MegaShop | Returning Customer | Spent: $80.85
983,MegaShop,Credit Card,Returning,Weekday,75.54,1,19.91,75.54,MegaShop | Returning Customer | Spent: $75.54
984,QuickBuy,Cash,New,Weekend,68.01,2,39.94,34.01,QuickBuy | New Customer | Spent: $68.01
985,GroceryWorld,Credit Card,New,Weekday,163.74,1,43.4,163.74,GroceryWorld | New Customer | Spent: $163.74
986,GroceryWorld,Credit Card,New,Weekday,139.94,1,39.63,139.94,GroceryWorld | New Customer | Spent: $139.94
987,DiscountStore,Gift Card,Returning,Weekend,157.61,4,14.55,39.4,DiscountStore | Returning Customer | Spent: $157.61
988,MegaShop,Cash,New,Weekend,63.31,3,22.74,21.1,MegaShop | New Customer | Spent: $63.31
989,GroceryWorld,Cash,New,Weekday,102.14,2,29.94,51.07,GroceryWorld | New Customer | Spent: $102.14
990,QuickBuy,Mobile Payment,New,Weekday,61.19,3,29.38,20.4,QuickBuy | New Customer | Spent: $61.19
991,QuickBuy,Cash,Loyal,Weekday,79.13,3,41.25,26.38,QuickBuy | Loyal Customer | Spent: $79.13
992,GroceryWorld,Cash,New,Weekend,72.46,3,-0.22,24.15,GroceryWorld | New Customer | Spent: $72.46
993,MegaShop,Mobile Payment,Returning,Weekend,137.19,5,35.01,27.44,MegaShop | Returning Customer | Spent: $137.19
994,QuickBuy,Cash,New,Weekday,88.11,4,25.65,22.03,QuickBuy | New Customer | Spent: $88.11
995,DiscountStore,Cash,Returning,Weekday,132.05,1,17.42,132.05,DiscountStore | Returning Customer | Spent: $132.05
996,QuickBuy,Cash,New,Weekend,118.12,2,18.86,59.06,QuickBuy | New Customer | Spent: $118.12
997,SuperMart,Cash,New,Weekday,169.11,3,26.78,56.37,SuperMart | New Customer | Spent: $169.11
998,SuperMart,Mobile Payment,Returning,Weekday,55.62,3,-24.02,18.54,SuperMart | Returning Customer | Spent: $55.62
999,MegaShop,Cash,New,Weekend,137.78,5,19.48,27.56,MegaShop | New Customer | Spent: $137.78
1000,GroceryWorld,Cash,New,Weekday,134.39,2,16.86,67.2,GroceryWorld | New Customer | Spent: $134.39
